"request_id","duration_minutes"
619,"69.0000000000000000"
867,"50.0000000000000000"
1807,"41.0000000000000000"
2532,"55.0000000000000000"
3112,"52.0000000000000000"
3879,"31.0000000000000000"
4270,"58.0000000000000000"
5510,"56.0000000000000000"
6248,"53.0000000000000000"
267,"39.0000000000000000"
1467,"54.0000000000000000"
1983,"27.0000000000000000"
2784,"34.0000000000000000"
3075,"74.0000000000000000"
3379,"72.0000000000000000"
3482,"57.0000000000000000"
4652,"35.0000000000000000"
5335,"54.0000000000000000"
535,"31.0000000000000000"
960,"38.0000000000000000"
1934,"66.0000000000000000"
2083,"54.0000000000000000"
2211,"28.0000000000000000"
3096,"65.0000000000000000"
3881,"57.0000000000000000"
5254,"62.0000000000000000"
5434,"43.0000000000000000"
5916,"53.0000000000000000"
669,"41.0000000000000000"
1567,"49.0000000000000000"
1826,"60.0000000000000000"
2102,"52.0000000000000000"
2847,"35.0000000000000000"
3722,"35.0000000000000000"
4075,"64.0000000000000000"
4686,"44.0000000000000000"
5771,"67.0000000000000000"
6106,"46.0000000000000000"
312,"64.0000000000000000"
577,"58.0000000000000000"
1179,"47.0000000000000000"
1756,"43.0000000000000000"
2052,"62.0000000000000000"
2559,"57.0000000000000000"
3014,"61.0000000000000000"
3317,"32.0000000000000000"
4297,"66.0000000000000000"
5857,"59.0000000000000000"
6690,"70.0000000000000000"
1517,"43.0000000000000000"
1999,"49.0000000000000000"
2960,"50.0000000000000000"
3882,"52.0000000000000000"
4081,"53.0000000000000000"
4740,"48.0000000000000000"
5270,"52.0000000000000000"
6758,"64.0000000000000000"
5741,"46.0000000000000000"
6087,"65.0000000000000000"
1039,"70.0000000000000000"
1273,"65.0000000000000000"
2480,"49.0000000000000000"
4105,"60.0000000000000000"
4509,"66.0000000000000000"
4986,"58.0000000000000000"
5898,"50.0000000000000000"
6142,"46.0000000000000000"
380,"60.0000000000000000"
1050,"51.0000000000000000"
1769,"27.0000000000000000"
2520,"75.0000000000000000"
3265,"45.0000000000000000"
4648,"64.0000000000000000"
449,"44.0000000000000000"
846,"66.0000000000000000"
1346,"44.0000000000000000"
1474,"43.0000000000000000"
2240,"34.0000000000000000"
3072,"32.0000000000000000"
3459,"28.0000000000000000"
3774,"46.0000000000000000"
4023,"60.0000000000000000"
4117,"46.0000000000000000"
4880,"64.0000000000000000"
5568,"38.0000000000000000"
5994,"41.0000000000000000"
1809,"48.0000000000000000"
2064,"66.0000000000000000"
3210,"65.0000000000000000"
4350,"58.0000000000000000"
4713,"39.0000000000000000"
5629,"46.0000000000000000"
6157,"72.0000000000000000"
2030,"51.0000000000000000"
3226,"62.0000000000000000"
3353,"40.0000000000000000"
4293,"30.0000000000000000"
4936,"52.0000000000000000"
5661,"51.0000000000000000"
5778,"51.0000000000000000"
6425,"40.0000000000000000"
45,"52.0000000000000000"
264,"49.0000000000000000"
1183,"33.0000000000000000"
1536,"60.0000000000000000"
2437,"68.0000000000000000"
2641,"37.0000000000000000"
4077,"59.0000000000000000"
4610,"64.0000000000000000"
5066,"43.0000000000000000"
5666,"68.0000000000000000"
5923,"43.0000000000000000"
6367,"42.0000000000000000"
155,"56.0000000000000000"
310,"64.0000000000000000"
607,"51.0000000000000000"
1012,"42.0000000000000000"
1696,"41.0000000000000000"
3076,"63.0000000000000000"
4198,"73.0000000000000000"
4627,"47.0000000000000000"
5289,"41.0000000000000000"
5495,"62.0000000000000000"
6656,"33.0000000000000000"
139,"48.0000000000000000"
215,"52.0000000000000000"
1816,"43.0000000000000000"
2505,"71.0000000000000000"
3346,"54.0000000000000000"
5294,"31.0000000000000000"
6226,"59.0000000000000000"
6733,"65.0000000000000000"
1027,"66.0000000000000000"
2675,"52.0000000000000000"
3200,"51.0000000000000000"
3865,"29.0000000000000000"
4468,"40.0000000000000000"
5163,"31.0000000000000000"
6009,"63.0000000000000000"
6448,"38.0000000000000000"
591,"66.0000000000000000"
709,"47.0000000000000000"
1167,"62.0000000000000000"
2661,"64.0000000000000000"
2808,"51.0000000000000000"
3258,"33.0000000000000000"
3413,"73.0000000000000000"
3939,"29.0000000000000000"
4125,"69.0000000000000000"
4457,"43.0000000000000000"
4728,"62.0000000000000000"
5347,"62.0000000000000000"
6147,"79.0000000000000000"
6496,"59.0000000000000000"
634,"41.0000000000000000"
939,"61.0000000000000000"
2628,"75.0000000000000000"
3021,"53.0000000000000000"
4743,"45.0000000000000000"
4981,"56.0000000000000000"
5367,"50.0000000000000000"
5471,"59.0000000000000000"
5988,"67.0000000000000000"
6477,"39.0000000000000000"
499,"37.0000000000000000"
1147,"36.0000000000000000"
1410,"73.0000000000000000"
1804,"45.0000000000000000"
1949,"41.0000000000000000"
2713,"51.0000000000000000"
2845,"42.0000000000000000"
3943,"58.0000000000000000"
4792,"47.0000000000000000"
5207,"59.0000000000000000"
5890,"72.0000000000000000"
494,"26.0000000000000000"
1485,"74.0000000000000000"
2042,"39.0000000000000000"
2561,"75.0000000000000000"
3813,"40.0000000000000000"
4260,"48.0000000000000000"
4395,"54.0000000000000000"
5919,"56.0000000000000000"
6002,"49.0000000000000000"
468,"45.0000000000000000"
693,"70.0000000000000000"
1178,"61.0000000000000000"
2103,"70.0000000000000000"
2292,"37.0000000000000000"
3339,"50.0000000000000000"
3694,"62.0000000000000000"
4469,"63.0000000000000000"
6432,"40.0000000000000000"
1895,"32.0000000000000000"
1981,"33.0000000000000000"
3744,"54.0000000000000000"
4433,"46.0000000000000000"
6039,"27.0000000000000000"
6543,"78.0000000000000000"
